""

"Save Time: 21/06/2015 10:23:06"
"User Name:omcuser"


" "

"Total 202 Records"

"Resource Name","Collection Time","Granularity ","Inbound Rate(bit/s)","Outbound Rate(bit/s)","Inbound Bandwidth Utilization(%)","Outbound Bandwidth Utilization(%)"
MT14_S9306_SW_A/Vlanif601,21/06/2015 00:55:00 UTC+06:00,5 Min,172.0M,82.0M,8.60,4.10
MT14_S9306_SW_A/Vlanif601,21/06/2015 01:00:00 UTC+06:00,5 Min,160.0M,77.5M,8.02,3.87
MT14_S9306_SW_A/Vlanif601,21/06/2015 01:05:00 UTC+06:00,5 Min,151.0M,73.6M,7.57,3.68
MT14_S9306_SW_A/Vlanif601,21/06/2015 01:10:00 UTC+06:00,5 Min,141.0M,69.1M,7.07,3.45
MT14_S9306_SW_A/Vlanif601,21/06/2015 01:15:00 UTC+06:00,5 Min,133.0M,64.9M,6.67,3.24
MT14_S9306_SW_A/Vlanif601,21/06/2015 01:20:00 UTC+06:00,5 Min,126.0M,60.8M,6.29,3.04
MT14_S9306_SW_A/Vlanif601,21/06/2015 01:25:00 UTC+06:00,5 Min,120.0M,58.3M,5.98,2.91
MT14_S9306_SW_A/Vlanif601,21/06/2015 01:30:00 UTC+06:00,5 Min,115.0M,56.6M,5.73,2.83
MT14_S9306_SW_A/Vlanif601,21/06/2015 01:35:00 UTC+06:00,5 Min,108.0M,53.4M,5.41,2.67
MT14_S9306_SW_A/Vlanif601,21/06/2015 01:40:00 UTC+06:00,5 Min,101.0M,49.7M,5.03,2.49
MT14_S9306_SW_A/Vlanif601,21/06/2015 01:45:00 UTC+06:00,5 Min,96.2M,48.0M,4.81,2.40
MT14_S9306_SW_A/Vlanif601,21/06/2015 01:50:00 UTC+06:00,5 Min,92.6M,47.2M,4.63,2.36
MT14_S9306_SW_A/Vlanif601,21/06/2015 01:55:00 UTC+06:00,5 Min,89.9M,46.0M,4.49,2.30
MT14_S9306_SW_A/Vlanif601,21/06/2015 02:00:00 UTC+06:00,5 Min,89.9M,46.3M,4.49,2.31
MT14_S9306_SW_A/Vlanif601,21/06/2015 02:05:00 UTC+06:00,5 Min,88.3M,46.9M,4.41,2.35
MT14_S9306_SW_A/Vlanif601,21/06/2015 02:10:00 UTC+06:00,5 Min,85.6M,46.3M,4.28,2.32
MT14_S9306_SW_A/Vlanif601,21/06/2015 02:15:00 UTC+06:00,5 Min,86.1M,46.3M,4.30,2.32
MT14_S9306_SW_A/Vlanif601,21/06/2015 02:20:00 UTC+06:00,5 Min,85.3M,45.2M,4.27,2.26
MT14_S9306_SW_A/Vlanif601,21/06/2015 02:25:00 UTC+06:00,5 Min,87.0M,48.3M,4.35,2.41
MT14_S9306_SW_A/Vlanif601,21/06/2015 02:30:00 UTC+06:00,5 Min,93.2M,51.9M,4.66,2.59
MT14_S9306_SW_A/Vlanif601,21/06/2015 02:35:00 UTC+06:00,5 Min,104.0M,60.8M,5.21,3.04
MT14_S9306_SW_A/Vlanif601,21/06/2015 02:40:00 UTC+06:00,5 Min,115.0M,70.2M,5.75,3.51
MT14_S9306_SW_A/Vlanif601,21/06/2015 02:45:00 UTC+06:00,5 Min,135.0M,84.8M,6.74,4.24
MT14_S9306_SW_A/Vlanif601,21/06/2015 02:50:00 UTC+06:00,5 Min,161.0M,101.0M,8.04,5.06
MT14_S9306_SW_A/Vlanif601,21/06/2015 02:55:00 UTC+06:00,5 Min,186.0M,118.0M,9.28,5.89
MT14_S9306_SW_A/Vlanif601,21/06/2015 03:00:00 UTC+06:00,5 Min,212.0M,133.0M,10.62,6.66
MT14_S9306_SW_A/Vlanif601,21/06/2015 03:05:00 UTC+06:00,5 Min,237.0M,148.0M,11.84,7.41
MT14_S9306_SW_A/Vlanif601,21/06/2015 03:10:00 UTC+06:00,5 Min,239.0M,149.0M,11.95,7.43
MT14_S9306_SW_A/Vlanif601,21/06/2015 03:15:00 UTC+06:00,5 Min,244.0M,150.0M,12.18,7.48
MT14_S9306_SW_A/Vlanif601,21/06/2015 03:20:00 UTC+06:00,5 Min,262.0M,156.0M,13.10,7.81
MT14_S9306_SW_A/Vlanif601,21/06/2015 03:25:00 UTC+06:00,5 Min,290.0M,169.0M,14.50,8.45
MT14_S9306_SW_A/Vlanif601,21/06/2015 03:30:00 UTC+06:00,5 Min,345.0M,198.0M,17.24,9.91
MT14_S9306_SW_A/Vlanif601,21/06/2015 03:35:00 UTC+06:00,5 Min,410.0M,229.0M,20.51,11.43
MT14_S9306_SW_A/Vlanif601,21/06/2015 03:40:00 UTC+06:00,5 Min,458.0M,252.0M,22.91,12.62
MT14_S9306_SW_A/Vlanif601,21/06/2015 03:45:00 UTC+06:00,5 Min,478.0M,263.0M,23.90,13.13
MT14_S9306_SW_A/Vlanif601,21/06/2015 03:50:00 UTC+06:00,5 Min,380.0M,216.0M,18.98,10.80
MT14_S9306_SW_A/Vlanif601,21/06/2015 03:55:00 UTC+06:00,5 Min,293.0M,157.0M,14.63,7.84
MT14_S9306_SW_A/Vlanif601,21/06/2015 04:00:00 UTC+06:00,5 Min,242.0M,128.0M,12.12,6.42
MT14_S9306_SW_A/Vlanif601,21/06/2015 04:05:00 UTC+06:00,5 Min,218.0M,118.0M,10.89,5.89
MT14_S9306_SW_A/Vlanif601,21/06/2015 04:10:00 UTC+06:00,5 Min,207.0M,115.0M,10.34,5.77
MT14_S9306_SW_A/Vlanif601,21/06/2015 04:15:00 UTC+06:00,5 Min,213.0M,117.0M,10.63,5.86
MT14_S9306_SW_A/Vlanif601,21/06/2015 04:20:00 UTC+06:00,5 Min,204.0M,112.0M,10.18,5.61
MT14_S9306_SW_A/Vlanif601,21/06/2015 04:25:00 UTC+06:00,5 Min,181.0M,99.2M,9.07,4.96
MT14_S9306_SW_A/Vlanif601,21/06/2015 04:30:00 UTC+06:00,5 Min,150.0M,82.7M,7.52,4.14
MT14_S9306_SW_A/Vlanif601,21/06/2015 04:35:00 UTC+06:00,5 Min,126.0M,70.3M,6.29,3.52
MT14_S9306_SW_A/Vlanif601,21/06/2015 04:40:00 UTC+06:00,5 Min,107.0M,60.8M,5.34,3.04
MT14_S9306_SW_A/Vlanif601,21/06/2015 04:45:00 UTC+06:00,5 Min,90.9M,53.3M,4.55,2.66
MT14_S9306_SW_A/Vlanif601,21/06/2015 04:50:00 UTC+06:00,5 Min,79.8M,48.0M,3.99,2.40
MT14_S9306_SW_A/Vlanif601,21/06/2015 04:55:00 UTC+06:00,5 Min,72.7M,45.2M,3.64,2.26
MT14_S9306_SW_A/Vlanif601,21/06/2015 05:00:00 UTC+06:00,5 Min,65.3M,41.0M,3.27,2.05
MT14_S9306_SW_A/Vlanif601,21/06/2015 05:05:00 UTC+06:00,5 Min,59.9M,38.9M,3.00,1.95
MT14_S9306_SW_A/Vlanif601,21/06/2015 05:10:00 UTC+06:00,5 Min,57.3M,38.1M,2.87,1.91
MT14_S9306_SW_A/Vlanif601,21/06/2015 05:15:00 UTC+06:00,5 Min,56.9M,38.5M,2.84,1.92
MT14_S9306_SW_A/Vlanif601,21/06/2015 05:20:00 UTC+06:00,5 Min,56.3M,38.5M,2.81,1.92
MT14_S9306_SW_A/Vlanif601,21/06/2015 05:25:00 UTC+06:00,5 Min,57.3M,39.6M,2.86,1.98
MT14_S9306_SW_A/Vlanif601,21/06/2015 05:30:00 UTC+06:00,5 Min,59.1M,41.7M,2.96,2.08
MT14_S9306_SW_A/Vlanif601,21/06/2015 05:35:00 UTC+06:00,5 Min,60.3M,42.4M,3.01,2.12
MT14_S9306_SW_A/Vlanif601,21/06/2015 05:40:00 UTC+06:00,5 Min,62.3M,43.8M,3.12,2.19
MT14_S9306_SW_A/Vlanif601,21/06/2015 05:45:00 UTC+06:00,5 Min,65.6M,47.1M,3.28,2.35
MT14_S9306_SW_A/Vlanif601,21/06/2015 05:50:00 UTC+06:00,5 Min,71.2M,51.6M,3.56,2.58
MT14_S9306_SW_A/Vlanif601,21/06/2015 05:55:00 UTC+06:00,5 Min,76.1M,55.6M,3.80,2.78
MT14_S9306_SW_A/Vlanif601,21/06/2015 06:00:00 UTC+06:00,5 Min,79.8M,58.7M,3.99,2.94
MT14_S9306_SW_A/Vlanif601,21/06/2015 06:05:00 UTC+06:00,5 Min,86.7M,63.1M,4.33,3.16
MT14_S9306_SW_A/Vlanif601,21/06/2015 06:10:00 UTC+06:00,5 Min,92.8M,66.8M,4.64,3.34
MT14_S9306_SW_A/Vlanif601,21/06/2015 06:15:00 UTC+06:00,5 Min,100.0M,72.7M,5.00,3.63
MT14_S9306_SW_A/Vlanif601,21/06/2015 06:20:00 UTC+06:00,5 Min,108.0M,78.5M,5.38,3.92
MT14_S9306_SW_A/Vlanif601,21/06/2015 06:25:00 UTC+06:00,5 Min,119.0M,84.8M,5.93,4.24
MT14_S9306_SW_A/Vlanif601,21/06/2015 06:30:00 UTC+06:00,5 Min,126.0M,89.7M,6.29,4.48
MT14_S9306_SW_A/Vlanif601,21/06/2015 06:35:00 UTC+06:00,5 Min,135.0M,95.5M,6.77,4.78
MT14_S9306_SW_A/Vlanif601,21/06/2015 06:40:00 UTC+06:00,5 Min,141.0M,101.0M,7.05,5.03
MT14_S9306_SW_A/Vlanif601,21/06/2015 06:45:00 UTC+06:00,5 Min,153.0M,109.0M,7.63,5.45
MT14_S9306_SW_A/Vlanif601,21/06/2015 06:50:00 UTC+06:00,5 Min,163.0M,117.0M,8.16,5.84
MT14_S9306_SW_A/Vlanif601,21/06/2015 06:55:00 UTC+06:00,5 Min,167.0M,120.0M,8.35,6.00
MT14_S9306_SW_A/Vlanif601,21/06/2015 07:00:00 UTC+06:00,5 Min,170.0M,122.0M,8.49,6.10
MT14_S9306_SW_A/Vlanif601,21/06/2015 07:05:00 UTC+06:00,5 Min,174.0M,126.0M,8.69,6.30
MT14_S9306_SW_A/Vlanif601,21/06/2015 07:10:00 UTC+06:00,5 Min,181.0M,130.0M,9.07,6.51
MT14_S9306_SW_A/Vlanif601,21/06/2015 07:15:00 UTC+06:00,5 Min,193.0M,136.0M,9.64,6.82
MT14_S9306_SW_A/Vlanif601,21/06/2015 07:20:00 UTC+06:00,5 Min,203.0M,145.0M,10.16,7.27
MT14_S9306_SW_A/Vlanif601,21/06/2015 07:25:00 UTC+06:00,5 Min,212.0M,152.0M,10.59,7.58
MT14_S9306_SW_A/Vlanif601,21/06/2015 07:30:00 UTC+06:00,5 Min,223.0M,157.0M,11.13,7.87
MT14_S9306_SW_A/Vlanif601,21/06/2015 07:35:00 UTC+06:00,5 Min,233.0M,168.0M,11.66,8.38
MT14_S9306_SW_A/Vlanif601,21/06/2015 07:40:00 UTC+06:00,5 Min,244.0M,177.0M,12.18,8.86
MT14_S9306_SW_A/Vlanif601,21/06/2015 07:45:00 UTC+06:00,5 Min,256.0M,186.0M,12.82,9.29
MT14_S9306_SW_A/Vlanif601,21/06/2015 07:50:00 UTC+06:00,5 Min,264.0M,192.0M,13.19,9.58
MT14_S9306_SW_A/Vlanif601,21/06/2015 07:55:00 UTC+06:00,5 Min,274.0M,199.0M,13.69,9.95
MT14_S9306_SW_A/Vlanif601,21/06/2015 08:00:00 UTC+06:00,5 Min,282.0M,204.0M,14.11,10.21
MT14_S9306_SW_A/Vlanif601,21/06/2015 08:05:00 UTC+06:00,5 Min,300.0M,216.0M,15.00,10.81
MT14_S9306_SW_A/Vlanif601,21/06/2015 08:10:00 UTC+06:00,5 Min,316.0M,230.0M,15.78,11.48
MT14_S9306_SW_A/Vlanif601,21/06/2015 08:15:00 UTC+06:00,5 Min,329.0M,237.0M,16.43,11.87
MT14_S9306_SW_A/Vlanif601,21/06/2015 08:20:00 UTC+06:00,5 Min,343.0M,244.0M,17.14,12.18
MT14_S9306_SW_A/Vlanif601,21/06/2015 08:25:00 UTC+06:00,5 Min,356.0M,253.0M,17.81,12.66
MT14_S9306_SW_A/Vlanif601,21/06/2015 08:30:00 UTC+06:00,5 Min,369.0M,259.0M,18.46,12.94
MT14_S9306_SW_A/Vlanif601,21/06/2015 08:35:00 UTC+06:00,5 Min,371.0M,261.0M,18.56,13.03
MT14_S9306_SW_A/Vlanif601,21/06/2015 08:40:00 UTC+06:00,5 Min,380.0M,266.0M,19.02,13.32
MT14_S9306_SW_A/Vlanif601,21/06/2015 08:45:00 UTC+06:00,5 Min,393.0M,274.0M,19.65,13.70
MT14_S9306_SW_A/Vlanif601,21/06/2015 08:50:00 UTC+06:00,5 Min,406.0M,284.0M,20.31,14.19
MT14_S9306_SW_A/Vlanif601,21/06/2015 08:55:00 UTC+06:00,5 Min,420.0M,290.0M,21.01,14.52
MT14_S9306_SW_A/Vlanif601,21/06/2015 09:00:00 UTC+06:00,5 Min,434.0M,301.0M,21.68,15.06
MT14_S9306_SW_A/Vlanif601,21/06/2015 09:05:00 UTC+06:00,5 Min,452.0M,313.0M,22.59,15.65
MT14_S9306_SW_A/Vlanif601,21/06/2015 09:10:00 UTC+06:00,5 Min,463.0M,318.0M,23.14,15.90
MT14_S9306_SW_A/Vlanif601,21/06/2015 09:15:00 UTC+06:00,5 Min,481.0M,330.0M,24.07,16.49
MT14_S9306_SW_A/Vlanif601,21/06/2015 09:20:00 UTC+06:00,5 Min,491.0M,336.0M,24.54,16.81
MT14_S9306_SW_A/Vlanif601,21/06/2015 09:25:00 UTC+06:00,5 Min,502.0M,344.0M,25.09,17.22
MT14_S9306_SW_A/Vlanif601,21/06/2015 09:30:00 UTC+06:00,5 Min,517.0M,348.0M,25.87,17.40
MT14_S9306_SW_A/Vlanif601,21/06/2015 09:35:00 UTC+06:00,5 Min,525.0M,352.0M,26.27,17.62
MT14_S9306_SW_A/Vlanif601,21/06/2015 09:40:00 UTC+06:00,5 Min,536.0M,361.0M,26.82,18.03
MT14_S9306_SW_A/Vlanif601,21/06/2015 09:45:00 UTC+06:00,5 Min,552.0M,368.0M,27.59,18.42
MT14_S9306_SW_A/Vlanif601,21/06/2015 09:50:00 UTC+06:00,5 Min,560.0M,371.0M,27.98,18.57
MT14_S9306_SW_A/Vlanif601,21/06/2015 09:55:00 UTC+06:00,5 Min,564.0M,374.0M,28.18,18.71
MT14_S9306_SW_A/Vlanif601,21/06/2015 10:00:00 UTC+06:00,5 Min,581.0M,385.0M,29.03,19.25
MT14_S9306_SW_A/Vlanif601,21/06/2015 10:05:00 UTC+06:00,5 Min,590.0M,387.0M,29.48,19.37
MT14_S9306_SW_A/Vlanif601,21/06/2015 10:10:00 UTC+06:00,5 Min,596.0M,389.0M,29.82,19.45
MT14_S9306_SW_A/Vlanif601,21/06/2015 10:15:00 UTC+06:00,5 Min,599.0M,390.0M,29.96,19.51
MT14_S9306_SW_A/Vlanif601,21/06/2015 10:20:00 UTC+06:00,5 Min,611.0M,397.0M,30.56,19.85


" "

"Total 288 Records"

"Resource Name","Collection Time","Granularity ","Inbound Rate(bit/s)","Outbound Rate(bit/s)","Inbound Bandwidth Utilization(%)","Outbound Bandwidth Utilization(%)"
CR07_BSS_NE40E_X8_B/Eth-Trunk3,20/06/2015 10:25:00 UTC+06:00,5 Min,661.0M,2.25K,16.53,0.00
CR07_BSS_NE40E_X8_B/Eth-Trunk3,20/06/2015 10:30:00 UTC+06:00,5 Min,652.0M,2.2K,16.31,0.00
CR07_BSS_NE40E_X8_B/Eth-Trunk3,20/06/2015 10:35:00 UTC+06:00,5 Min,648.0M,2.35K,16.19,0.00
CR07_BSS_NE40E_X8_B/Eth-Trunk3,20/06/2015 10:40:00 UTC+06:00,5 Min,656.0M,2.23K,16.39,0.00
CR07_BSS_NE40E_X8_B/Eth-Trunk3,20/06/2015 10:45:00 UTC+06:00,5 Min,690.0M,2.31K,17.25,0.00
CR07_BSS_NE40E_X8_B/Eth-Trunk3,20/06/2015 10:50:00 UTC+06:00,5 Min,689.0M,2.37K,17.23,0.00
CR07_BSS_NE40E_X8_B/Eth-Trunk3,20/06/2015 10:55:00 UTC+06:00,5 Min,711.0M,2.26K,17.77,0.00
CR07_BSS_NE40E_X8_B/Eth-Trunk3,20/06/2015 11:00:00 UTC+06:00,5 Min,723.0M,2.2K,18.07,0.00
CR07_BSS_NE40E_X8_B/Eth-Trunk3,20/06/2015 11:05:00 UTC+06:00,5 Min,748.0M,2.35K,18.71,0.00
CR07_BSS_NE40E_X8_B/Eth-Trunk3,20/06/2015 11:10:00 UTC+06:00,5 Min,757.0M,2.22K,18.94,0.00
CR07_BSS_NE40E_X8_B/Eth-Trunk3,20/06/2015 11:15:00 UTC+06:00,5 Min,773.0M,2.31K,19.34,0.00
CR07_BSS_NE40E_X8_B/Eth-Trunk3,20/06/2015 11:20:00 UTC+06:00,5 Min,782.0M,2.36K,19.56,0.00
CR07_BSS_NE40E_X8_B/Eth-Trunk3,20/06/2015 11:25:00 UTC+06:00,5 Min,791.0M,2.25K,19.78,0.00
CR07_BSS_NE40E_X8_B/Eth-Trunk3,20/06/2015 11:30:00 UTC+06:00,5 Min,798.0M,2.21K,19.95,0.00
CR07_BSS_NE40E_X8_B/Eth-Trunk3,20/06/2015 11:35:00 UTC+06:00,5 Min,784.0M,2.35K,19.60,0.00
CR07_BSS_NE40E_X8_B/Eth-Trunk3,20/06/2015 11:40:00 UTC+06:00,5 Min,792.0M,2.22K,19.80,0.00
CR07_BSS_NE40E_X8_B/Eth-Trunk3,20/06/2015 11:45:00 UTC+06:00,5 Min,794.0M,2.31K,19.86,0.00
CR07_BSS_NE40E_X8_B/Eth-Trunk3,20/06/2015 11:50:00 UTC+06:00,5 Min,815.0M,2.36K,20.39,0.00
CR07_BSS_NE40E_X8_B/Eth-Trunk3,20/06/2015 11:55:00 UTC+06:00,5 Min,797.0M,2.26K,19.93,0.00
CR07_BSS_NE40E_X8_B/Eth-Trunk3,20/06/2015 12:00:00 UTC+06:00,5 Min,801.0M,2.2K,20.03,0.00
CR07_BSS_NE40E_X8_B/Eth-Trunk3,20/06/2015 12:05:00 UTC+06:00,5 Min,791.0M,2.35K,19.77,0.00
CR07_BSS_NE40E_X8_B/Eth-Trunk3,20/06/2015 12:10:00 UTC+06:00,5 Min,812.0M,2.23K,20.30,0.00
CR07_BSS_NE40E_X8_B/Eth-Trunk3,20/06/2015 12:15:00 UTC+06:00,5 Min,817.0M,2.31K,20.42,0.00
CR07_BSS_NE40E_X8_B/Eth-Trunk3,20/06/2015 12:20:00 UTC+06:00,5 Min,799.0M,2.35K,19.98,0.00
CR07_BSS_NE40E_X8_B/Eth-Trunk3,20/06/2015 12:25:00 UTC+06:00,5 Min,808.0M,2.25K,20.21,0.00
CR07_BSS_NE40E_X8_B/Eth-Trunk3,20/06/2015 12:30:00 UTC+06:00,5 Min,821.0M,2.21K,20.52,0.00
CR07_BSS_NE40E_X8_B/Eth-Trunk3,20/06/2015 12:35:00 UTC+06:00,5 Min,833.0M,2.36K,20.82,0.00
CR07_BSS_NE40E_X8_B/Eth-Trunk3,20/06/2015 12:40:00 UTC+06:00,5 Min,835.0M,2.22K,20.87,0.00
CR07_BSS_NE40E_X8_B/Eth-Trunk3,20/06/2015 12:45:00 UTC+06:00,5 Min,862.0M,2.31K,21.54,0.00
CR07_BSS_NE40E_X8_B/Eth-Trunk3,20/06/2015 12:50:00 UTC+06:00,5 Min,846.0M,2.36K,21.15,0.00
CR07_BSS_NE40E_X8_B/Eth-Trunk3,20/06/2015 12:55:00 UTC+06:00,5 Min,814.0M,2.25K,20.36,0.00
CR07_BSS_NE40E_X8_B/Eth-Trunk3,20/06/2015 13:00:00 UTC+06:00,5 Min,787.0M,2.21K,19.67,0.00
CR07_BSS_NE40E_X8_B/Eth-Trunk3,20/06/2015 13:05:00 UTC+06:00,5 Min,776.0M,2.35K,19.40,0.00
CR07_BSS_NE40E_X8_B/Eth-Trunk3,20/06/2015 13:10:00 UTC+06:00,5 Min,750.0M,2.22K,18.76,0.00
CR07_BSS_NE40E_X8_B/Eth-Trunk3,20/06/2015 13:15:00 UTC+06:00,5 Min,724.0M,2.31K,18.09,0.00
CR07_BSS_NE40E_X8_B/Eth-Trunk3,20/06/2015 13:20:00 UTC+06:00,5 Min,699.0M,2.36K,17.47,0.00
CR07_BSS_NE40E_X8_B/Eth-Trunk3,20/06/2015 13:25:00 UTC+06:00,5 Min,707.0M,2.25K,17.67,0.00
CR07_BSS_NE40E_X8_B/Eth-Trunk3,20/06/2015 13:30:00 UTC+06:00,5 Min,689.0M,2.2K,17.22,0.00
CR07_BSS_NE40E_X8_B/Eth-Trunk3,20/06/2015 13:35:00 UTC+06:00,5 Min,704.0M,2.36K,17.59,0.00
CR07_BSS_NE40E_X8_B/Eth-Trunk3,20/06/2015 13:40:00 UTC+06:00,5 Min,759.0M,2.23K,18.98,0.00
CR07_BSS_NE40E_X8_B/Eth-Trunk3,20/06/2015 13:45:00 UTC+06:00,5 Min,773.0M,2.3K,19.32,0.00
CR07_BSS_NE40E_X8_B/Eth-Trunk3,20/06/2015 13:50:00 UTC+06:00,5 Min,798.0M,2.36K,19.96,0.00
CR07_BSS_NE40E_X8_B/Eth-Trunk3,20/06/2015 13:55:00 UTC+06:00,5 Min,815.0M,2.26K,20.38,0.00
CR07_BSS_NE40E_X8_B/Eth-Trunk3,20/06/2015 14:00:00 UTC+06:00,5 Min,817.0M,2.21K,20.43,0.00
CR07_BSS_NE40E_X8_B/Eth-Trunk3,20/06/2015 14:05:00 UTC+06:00,5 Min,824.0M,2.35K,20.61,0.00
CR07_BSS_NE40E_X8_B/Eth-Trunk3,20/06/2015 14:10:00 UTC+06:00,5 Min,794.0M,2.23K,19.85,0.00
CR07_BSS_NE40E_X8_B/Eth-Trunk3,20/06/2015 14:15:00 UTC+06:00,5 Min,784.0M,2.32K,19.60,0.00
CR07_BSS_NE40E_X8_B/Eth-Trunk3,20/06/2015 14:20:00 UTC+06:00,5 Min,813.0M,2.36K,20.32,0.00
CR07_BSS_NE40E_X8_B/Eth-Trunk3,20/06/2015 14:25:00 UTC+06:00,5 Min,817.0M,2.25K,20.43,0.00
CR07_BSS_NE40E_X8_B/Eth-Trunk3,20/06/2015 14:30:00 UTC+06:00,5 Min,835.0M,2.21K,20.87,0.00
CR07_BSS_NE40E_X8_B/Eth-Trunk3,20/06/2015 14:35:00 UTC+06:00,5 Min,836.0M,2.36K,20.91,0.00
CR07_BSS_NE40E_X8_B/Eth-Trunk3,20/06/2015 14:40:00 UTC+06:00,5 Min,822.0M,2.22K,20.56,0.00
CR07_BSS_NE40E_X8_B/Eth-Trunk3,20/06/2015 14:45:00 UTC+06:00,5 Min,832.0M,2.3K,20.79,0.00
CR07_BSS_NE40E_X8_B/Eth-Trunk3,20/06/2015 14:50:00 UTC+06:00,5 Min,830.0M,2.36K,20.75,0.00
CR07_BSS_NE40E_X8_B/Eth-Trunk3,20/06/2015 14:55:00 UTC+06:00,5 Min,839.0M,2.26K,20.97,0.00
CR07_BSS_NE40E_X8_B/Eth-Trunk3,20/06/2015 15:00:00 UTC+06:00,5 Min,837.0M,2.2K,20.91,0.00
CR07_BSS_NE40E_X8_B/Eth-Trunk3,20/06/2015 15:05:00 UTC+06:00,5 Min,844.0M,2.35K,21.10,0.00
CR07_BSS_NE40E_X8_B/Eth-Trunk3,20/06/2015 15:10:00 UTC+06:00,5 Min,845.0M,2.23K,21.12,0.00
CR07_BSS_NE40E_X8_B/Eth-Trunk3,20/06/2015 15:15:00 UTC+06:00,5 Min,867.0M,2.31K,21.68,0.00
CR07_BSS_NE40E_X8_B/Eth-Trunk3,20/06/2015 15:20:00 UTC+06:00,5 Min,849.0M,2.36K,21.22,0.00
CR07_BSS_NE40E_X8_B/Eth-Trunk3,20/06/2015 15:25:00 UTC+06:00,5 Min,834.0M,2.25K,20.85,0.00
CR07_BSS_NE40E_X8_B/Eth-Trunk3,20/06/2015 15:30:00 UTC+06:00,5 Min,818.0M,2.2K,20.46,0.00
CR07_BSS_NE40E_X8_B/Eth-Trunk3,20/06/2015 15:35:00 UTC+06:00,5 Min,809.0M,2.37K,20.23,0.00
CR07_BSS_NE40E_X8_B/Eth-Trunk3,20/06/2015 15:40:00 UTC+06:00,5 Min,846.0M,2.22K,21.14,0.00
CR07_BSS_NE40E_X8_B/Eth-Trunk3,20/06/2015 15:45:00 UTC+06:00,5 Min,835.0M,2.31K,20.87,0.00
CR07_BSS_NE40E_X8_B/Eth-Trunk3,20/06/2015 15:50:00 UTC+06:00,5 Min,838.0M,2.37K,20.94,0.00
CR07_BSS_NE40E_X8_B/Eth-Trunk3,20/06/2015 15:55:00 UTC+06:00,5 Min,821.0M,2.26K,20.52,0.00
CR07_BSS_NE40E_X8_B/Eth-Trunk3,20/06/2015 16:00:00 UTC+06:00,5 Min,826.0M,2.2K,20.66,0.00
CR07_BSS_NE40E_X8_B/Eth-Trunk3,20/06/2015 16:05:00 UTC+06:00,5 Min,829.0M,2.35K,20.71,0.00
CR07_BSS_NE40E_X8_B/Eth-Trunk3,20/06/2015 16:10:00 UTC+06:00,5 Min,827.0M,2.22K,20.68,0.00
CR07_BSS_NE40E_X8_B/Eth-Trunk3,20/06/2015 16:15:00 UTC+06:00,5 Min,826.0M,2.31K,20.64,0.00
CR07_BSS_NE40E_X8_B/Eth-Trunk3,20/06/2015 16:20:00 UTC+06:00,5 Min,810.0M,2.36K,20.25,0.00
CR07_BSS_NE40E_X8_B/Eth-Trunk3,20/06/2015 16:25:00 UTC+06:00,5 Min,796.0M,2.26K,19.90,0.00
CR07_BSS_NE40E_X8_B/Eth-Trunk3,20/06/2015 16:30:00 UTC+06:00,5 Min,806.0M,2.2K,20.15,0.00
CR07_BSS_NE40E_X8_B/Eth-Trunk3,20/06/2015 16:35:00 UTC+06:00,5 Min,805.0M,2.36K,20.13,0.00
CR07_BSS_NE40E_X8_B/Eth-Trunk3,20/06/2015 16:40:00 UTC+06:00,5 Min,766.0M,2.23K,19.16,0.00
CR07_BSS_NE40E_X8_B/Eth-Trunk3,20/06/2015 16:45:00 UTC+06:00,5 Min,797.0M,2.31K,19.92,0.00
CR07_BSS_NE40E_X8_B/Eth-Trunk3,20/06/2015 16:50:00 UTC+06:00,5 Min,808.0M,2.36K,20.20,0.00
CR07_BSS_NE40E_X8_B/Eth-Trunk3,20/06/2015 16:55:00 UTC+06:00,5 Min,785.0M,2.26K,19.63,0.00
CR07_BSS_NE40E_X8_B/Eth-Trunk3,20/06/2015 17:00:00 UTC+06:00,5 Min,769.0M,2.2K,19.23,0.00
CR07_BSS_NE40E_X8_B/Eth-Trunk3,20/06/2015 17:05:00 UTC+06:00,5 Min,717.0M,2.35K,17.92,0.00
CR07_BSS_NE40E_X8_B/Eth-Trunk3,20/06/2015 17:10:00 UTC+06:00,5 Min,669.0M,2.22K,16.72,0.00
CR07_BSS_NE40E_X8_B/Eth-Trunk3,20/06/2015 17:15:00 UTC+06:00,5 Min,662.0M,2.31K,16.55,0.00
CR07_BSS_NE40E_X8_B/Eth-Trunk3,20/06/2015 17:20:00 UTC+06:00,5 Min,661.0M,2.37K,16.51,0.00
CR07_BSS_NE40E_X8_B/Eth-Trunk3,20/06/2015 17:25:00 UTC+06:00,5 Min,668.0M,2.25K,16.71,0.00
CR07_BSS_NE40E_X8_B/Eth-Trunk3,20/06/2015 17:30:00 UTC+06:00,5 Min,678.0M,2.21K,16.95,0.00
CR07_BSS_NE40E_X8_B/Eth-Trunk3,20/06/2015 17:35:00 UTC+06:00,5 Min,686.0M,2.35K,17.16,0.00
CR07_BSS_NE40E_X8_B/Eth-Trunk3,20/06/2015 17:40:00 UTC+06:00,5 Min,711.0M,2.23K,17.77,0.00
CR07_BSS_NE40E_X8_B/Eth-Trunk3,20/06/2015 17:45:00 UTC+06:00,5 Min,750.0M,2.3K,18.76,0.00
