""

"Save Time: 21/06/2015 10:23:06"
"User Name:omcuser"


" "

"Total 202 Records"

"Resource Name","Collection Time","Granularity ","Inbound Rate(bit/s)","Outbound Rate(bit/s)","Inbound Bandwidth Utilization(%)","Outbound Bandwidth Utilization(%)"
MM01-C-CE-RT-1-A/Eth-Trunk1,20/06/2015 16:20:00 UTC+06:00,5 Min,652.0M,671.0M,13.03,13.43,671.0M,13.43,0,0,5.0G,100.00
MM01-C-CE-RT-1-A/Eth-Trunk1,20/06/2015 16:25:00 UTC+06:00,5 Min,658.0M,677.0M,13.16,13.54,677.0M,13.54,0,0,5.0G,100.00
MM01-C-CE-RT-1-A/Eth-Trunk1,20/06/2015 16:30:00 UTC+06:00,5 Min,653.0M,670.0M,13.07,13.41,670.0M,13.41,0,0,5.0G,100.00
MM01-C-CE-RT-1-A/Eth-Trunk1,20/06/2015 16:35:00 UTC+06:00,5 Min,648.0M,671.0M,12.96,13.41,671.0M,13.41,0,0,5.0G,100.00
MM01-C-CE-RT-1-A/Eth-Trunk1,20/06/2015 16:40:00 UTC+06:00,5 Min,652.0M,677.0M,13.04,13.55,677.0M,13.55,0,0,5.0G,100.00
MM01-C-CE-RT-1-A/Eth-Trunk1,20/06/2015 16:45:00 UTC+06:00,5 Min,669.0M,696.0M,13.38,13.93,696.0M,13.93,0,0,5.0G,100.00
MM01-C-CE-RT-1-A/Eth-Trunk1,20/06/2015 16:50:00 UTC+06:00,5 Min,656.0M,688.0M,13.11,13.75,688.0M,13.75,0,0,5.0G,100.00
MM01-C-CE-RT-1-A/Eth-Trunk1,20/06/2015 16:55:00 UTC+06:00,5 Min,644.0M,672.0M,12.88,13.45,672.0M,13.45,0,0,5.0G,100.00
MM01-C-CE-RT-1-A/Eth-Trunk1,20/06/2015 17:00:00 UTC+06:00,5 Min,609.0M,641.0M,12.17,12.81,641.0M,12.81,0,0,5.0G,100.00
MM01-C-CE-RT-1-A/Eth-Trunk1,20/06/2015 17:05:00 UTC+06:00,5 Min,553.0M,595.0M,11.06,11.89,595.0M,11.89,0,0,5.0G,100.00
MM01-C-CE-RT-1-A/Eth-Trunk1,20/06/2015 17:10:00 UTC+06:00,5 Min,522.0M,560.0M,10.44,11.20,560.0M,11.20,0,0,5.0G,100.00
MM01-C-CE-RT-1-A/Eth-Trunk1,20/06/2015 17:15:00 UTC+06:00,5 Min,512.0M,549.0M,10.23,10.98,549.0M,10.98,0,0,5.0G,100.00
MM01-C-CE-RT-1-A/Eth-Trunk1,20/06/2015 17:20:00 UTC+06:00,5 Min,497.0M,534.0M,9.95,10.68,534.0M,10.68,0,0,5.0G,100.00
MM01-C-CE-RT-1-A/Eth-Trunk1,20/06/2015 17:25:00 UTC+06:00,5 Min,508.0M,546.0M,10.16,10.91,546.0M,10.91,0,0,5.0G,100.00
MM01-C-CE-RT-1-A/Eth-Trunk1,20/06/2015 17:30:00 UTC+06:00,5 Min,548.0M,592.0M,10.97,11.84,592.0M,11.84,0,0,5.0G,100.00
MM01-C-CE-RT-1-A/Eth-Trunk1,20/06/2015 17:35:00 UTC+06:00,5 Min,585.0M,631.0M,11.71,12.63,631.0M,12.63,0,0,5.0G,100.00
MM01-C-CE-RT-1-A/Eth-Trunk1,20/06/2015 17:40:00 UTC+06:00,5 Min,605.0M,651.0M,12.10,13.01,651.0M,13.01,0,0,5.0G,100.00
MM01-C-CE-RT-1-A/Eth-Trunk1,20/06/2015 17:45:00 UTC+06:00,5 Min,617.0M,662.0M,12.35,13.24,662.0M,13.24,0,0,5.0G,100.00
MM01-C-CE-RT-1-A/Eth-Trunk1,20/06/2015 17:50:00 UTC+06:00,5 Min,628.0M,673.0M,12.56,13.47,673.0M,13.47,0,0,5.0G,100.00
MM01-C-CE-RT-1-A/Eth-Trunk1,20/06/2015 17:55:00 UTC+06:00,5 Min,635.0M,679.0M,12.70,13.58,679.0M,13.58,0,0,5.0G,100.00
MM01-C-CE-RT-1-A/Eth-Trunk1,20/06/2015 18:00:00 UTC+06:00,5 Min,632.0M,677.0M,12.64,13.53,677.0M,13.53,0,0,5.0G,100.00
MM01-C-CE-RT-1-A/Eth-Trunk1,20/06/2015 18:05:00 UTC+06:00,5 Min,646.0M,688.0M,12.93,13.76,688.0M,13.76,0,0,5.0G,100.00
MM01-C-CE-RT-1-A/Eth-Trunk1,20/06/2015 18:10:00 UTC+06:00,5 Min,649.0M,688.0M,12.98,13.77,688.0M,13.77,0,0,5.0G,100.00
MM01-C-CE-RT-1-A/Eth-Trunk1,20/06/2015 18:15:00 UTC+06:00,5 Min,644.0M,682.0M,12.87,13.65,682.0M,13.65,0,0,5.0G,100.00
MM01-C-CE-RT-1-A/Eth-Trunk1,20/06/2015 18:20:00 UTC+06:00,5 Min,632.0M,671.0M,12.64,13.42,671.0M,13.42,0,0,5.0G,100.00
MM01-C-CE-RT-1-A/Eth-Trunk1,20/06/2015 18:25:00 UTC+06:00,5 Min,624.0M,662.0M,12.47,13.24,662.0M,13.24,0,0,5.0G,100.00
MM01-C-CE-RT-1-A/Eth-Trunk1,20/06/2015 18:30:00 UTC+06:00,5 Min,601.0M,641.0M,12.01,12.83,641.0M,12.83,0,0,5.0G,100.00
MM01-C-CE-RT-1-A/Eth-Trunk1,20/06/2015 18:35:00 UTC+06:00,5 Min,572.0M,616.0M,11.45,12.31,616.0M,12.31,0,0,5.0G,100.00
MM01-C-CE-RT-1-A/Eth-Trunk1,20/06/2015 18:40:00 UTC+06:00,5 Min,528.0M,572.0M,10.56,11.44,572.0M,11.44,0,0,5.0G,100.00
MM01-C-CE-RT-1-A/Eth-Trunk1,20/06/2015 18:45:00 UTC+06:00,5 Min,462.0M,506.0M,9.25,10.12,506.0M,10.12,0,0,5.0G,100.00
MM01-C-CE-RT-1-A/Eth-Trunk1,20/06/2015 18:50:00 UTC+06:00,5 Min,381.0M,424.0M,7.61,8.48,424.0M,8.48,0,0,5.0G,100.00
MM01-C-CE-RT-1-A/Eth-Trunk1,20/06/2015 18:55:00 UTC+06:00,5 Min,250.0M,287.0M,5.01,5.75,287.0M,5.75,0,0,5.0G,100.00
MM01-C-CE-RT-1-A/Eth-Trunk1,20/06/2015 19:00:00 UTC+06:00,5 Min,127.0M,153.0M,2.54,3.06,153.0M,3.06,0,0,5.0G,100.00
MM01-C-CE-RT-1-A/Eth-Trunk1,20/06/2015 19:05:00 UTC+06:00,5 Min,154.0M,173.0M,3.08,3.47,173.0M,3.47,0,0,5.0G,100.00
MM01-C-CE-RT-1-A/Eth-Trunk1,20/06/2015 19:10:00 UTC+06:00,5 Min,235.0M,258.0M,4.69,5.17,258.0M,5.17,0,0,5.0G,100.00
MM01-C-CE-RT-1-A/Eth-Trunk1,20/06/2015 19:15:00 UTC+06:00,5 Min,371.0M,392.0M,7.42,7.84,392.0M,7.84,0,0,5.0G,100.00
MM01-C-CE-RT-1-A/Eth-Trunk1,20/06/2015 19:20:00 UTC+06:00,5 Min,555.0M,566.0M,11.11,11.31,566.0M,11.31,0,0,5.0G,100.00
MM01-C-CE-RT-1-A/Eth-Trunk1,20/06/2015 19:25:00 UTC+06:00,5 Min,803.0M,798.0M,16.06,15.96,803.0M,15.96,0,0,5.0G,100.00
MM01-C-CE-RT-1-A/Eth-Trunk1,20/06/2015 19:30:00 UTC+06:00,5 Min,1.06G,1.03G,21.17,20.64,1.06G,20.64,0,0,5.0G,100.00
MM01-C-CE-RT-1-A/Eth-Trunk1,20/06/2015 19:35:00 UTC+06:00,5 Min,1.25G,1.21G,25.01,24.12,1.25G,24.12,0,0,5.0G,100.00
MM01-C-CE-RT-1-A/Eth-Trunk1,20/06/2015 19:40:00 UTC+06:00,5 Min,1.37G,1.31G,27.30,26.12,1.37G,26.12,0,0,5.0G,100.00
MM01-C-CE-RT-1-A/Eth-Trunk1,20/06/2015 19:45:00 UTC+06:00,5 Min,1.43G,1.36G,28.58,27.27,1.43G,27.27,0,0,5.0G,100.00
MM01-C-CE-RT-1-A/Eth-Trunk1,20/06/2015 19:50:00 UTC+06:00,5 Min,1.48G,1.41G,29.61,28.13,1.48G,28.13,0,0,5.0G,100.00
MM01-C-CE-RT-1-A/Eth-Trunk1,20/06/2015 19:55:00 UTC+06:00,5 Min,1.5G,1.41G,29.91,28.29,1.5G,28.29,0,0,5.0G,100.00
MM01-C-CE-RT-1-A/Eth-Trunk1,20/06/2015 20:00:00 UTC+06:00,5 Min,1.49G,1.42G,29.89,28.30,1.49G,28.30,0,0,5.0G,100.00
MM01-C-CE-RT-1-A/Eth-Trunk1,20/06/2015 20:05:00 UTC+06:00,5 Min,1.48G,1.4G,29.59,28.06,1.48G,28.06,0,0,5.0G,100.00
MM01-C-CE-RT-1-A/Eth-Trunk1,20/06/2015 20:10:00 UTC+06:00,5 Min,1.47G,1.39G,29.40,27.78,1.47G,27.78,0,0,5.0G,100.00
MM01-C-CE-RT-1-A/Eth-Trunk1,20/06/2015 20:15:00 UTC+06:00,5 Min,1.45G,1.37G,28.94,27.41,1.45G,27.41,0,0,5.0G,100.00
MM01-C-CE-RT-1-A/Eth-Trunk1,20/06/2015 20:20:00 UTC+06:00,5 Min,1.4G,1.34G,27.99,26.71,1.4G,26.71,0,0,5.0G,100.00
MM01-C-CE-RT-1-A/Eth-Trunk1,20/06/2015 20:25:00 UTC+06:00,5 Min,1.32G,1.26G,26.38,25.14,1.32G,25.14,0,0,5.0G,100.00
MM01-C-CE-RT-1-A/Eth-Trunk1,20/06/2015 20:30:00 UTC+06:00,5 Min,1.26G,1.2G,25.17,23.91,1.26G,23.91,0,0,5.0G,100.00
MM01-C-CE-RT-1-A/Eth-Trunk1,20/06/2015 20:35:00 UTC+06:00,5 Min,1.17G,1.11G,23.31,22.12,1.17G,22.12,0,0,5.0G,100.00
MM01-C-CE-RT-1-A/Eth-Trunk1,20/06/2015 20:40:00 UTC+06:00,5 Min,1.08G,1.02G,21.63,20.40,1.08G,20.40,0,0,5.0G,100.00
MM01-C-CE-RT-1-A/Eth-Trunk1,20/06/2015 20:45:00 UTC+06:00,5 Min,999.0M,945.0M,19.97,18.90,999.0M,18.90,0,0,5.0G,100.00
MM01-C-CE-RT-1-A/Eth-Trunk1,20/06/2015 20:50:00 UTC+06:00,5 Min,940.0M,879.0M,18.79,17.57,940.0M,17.57,0,0,5.0G,100.00
MM01-C-CE-RT-1-A/Eth-Trunk1,20/06/2015 20:55:00 UTC+06:00,5 Min,882.0M,823.0M,17.65,16.47,882.0M,16.47,0,0,5.0G,100.00
MM01-C-CE-RT-1-A/Eth-Trunk1,20/06/2015 21:00:00 UTC+06:00,5 Min,845.0M,785.0M,16.91,15.70,845.0M,15.70,0,0,5.0G,100.00
MM01-C-CE-RT-1-A/Eth-Trunk1,20/06/2015 21:05:00 UTC+06:00,5 Min,810.0M,750.0M,16.19,15.01,810.0M,15.01,0,0,5.0G,100.00
MM01-C-CE-RT-1-A/Eth-Trunk1,20/06/2015 21:10:00 UTC+06:00,5 Min,792.0M,733.0M,15.84,14.66,792.0M,14.66,0,0,5.0G,100.00
MM01-C-CE-RT-1-A/Eth-Trunk1,20/06/2015 21:15:00 UTC+06:00,5 Min,783.0M,722.0M,15.66,14.44,783.0M,14.44,0,0,5.0G,100.00
MM01-C-CE-RT-1-A/Eth-Trunk1,20/06/2015 21:20:00 UTC+06:00,5 Min,784.0M,724.0M,15.69,14.47,784.0M,14.47,0,0,5.0G,100.00
MM01-C-CE-RT-1-A/Eth-Trunk1,20/06/2015 21:25:00 UTC+06:00,5 Min,781.0M,720.0M,15.62,14.39,781.0M,14.39,0,0,5.0G,100.00
MM01-C-CE-RT-1-A/Eth-Trunk1,20/06/2015 21:30:00 UTC+06:00,5 Min,795.0M,735.0M,15.90,14.69,795.0M,14.69,0,0,5.0G,100.00
MM01-C-CE-RT-1-A/Eth-Trunk1,20/06/2015 21:35:00 UTC+06:00,5 Min,816.0M,752.0M,16.32,15.05,816.0M,15.05,0,0,5.0G,100.00
MM01-C-CE-RT-1-A/Eth-Trunk1,20/06/2015 21:40:00 UTC+06:00,5 Min,842.0M,771.0M,16.85,15.43,842.0M,15.43,0,0,5.0G,100.00
MM01-C-CE-RT-1-A/Eth-Trunk1,20/06/2015 21:45:00 UTC+06:00,5 Min,859.0M,786.0M,17.18,15.71,859.0M,15.71,0,0,5.0G,100.00
MM01-C-CE-RT-1-A/Eth-Trunk1,20/06/2015 21:50:00 UTC+06:00,5 Min,864.0M,793.0M,17.28,15.86,864.0M,15.86,0,0,5.0G,100.00
MM01-C-CE-RT-1-A/Eth-Trunk1,20/06/2015 21:55:00 UTC+06:00,5 Min,868.0M,795.0M,17.37,15.91,868.0M,15.91,0,0,5.0G,100.00
MM01-C-CE-RT-1-A/Eth-Trunk1,20/06/2015 22:00:00 UTC+06:00,5 Min,869.0M,791.0M,17.37,15.81,869.0M,15.81,0,0,5.0G,100.00
MM01-C-CE-RT-1-A/Eth-Trunk1,20/06/2015 22:05:00 UTC+06:00,5 Min,875.0M,794.0M,17.50,15.89,875.0M,15.89,0,0,5.0G,100.00
MM01-C-CE-RT-1-A/Eth-Trunk1,20/06/2015 22:10:00 UTC+06:00,5 Min,880.0M,799.0M,17.60,15.99,880.0M,15.99,0,0,5.0G,100.00
MM01-C-CE-RT-1-A/Eth-Trunk1,20/06/2015 22:15:00 UTC+06:00,5 Min,873.0M,793.0M,17.45,15.87,873.0M,15.87,0,0,5.0G,100.00
MM01-C-CE-RT-1-A/Eth-Trunk1,20/06/2015 22:20:00 UTC+06:00,5 Min,855.0M,776.0M,17.11,15.51,855.0M,15.51,0,0,5.0G,100.00
MM01-C-CE-RT-1-A/Eth-Trunk1,20/06/2015 22:25:00 UTC+06:00,5 Min,838.0M,755.0M,16.75,15.09,838.0M,15.09,0,0,5.0G,100.00
MM01-C-CE-RT-1-A/Eth-Trunk1,20/06/2015 22:30:00 UTC+06:00,5 Min,805.0M,723.0M,16.11,14.47,805.0M,14.47,0,0,5.0G,100.00
MM01-C-CE-RT-1-A/Eth-Trunk1,20/06/2015 22:35:00 UTC+06:00,5 Min,769.0M,690.0M,15.38,13.80,769.0M,13.80,0,0,5.0G,100.00
MM01-C-CE-RT-1-A/Eth-Trunk1,20/06/2015 22:40:00 UTC+06:00,5 Min,727.0M,650.0M,14.53,13.01,727.0M,13.01,0,0,5.0G,100.00
MM01-C-CE-RT-1-A/Eth-Trunk1,20/06/2015 22:45:00 UTC+06:00,5 Min,687.0M,618.0M,13.73,12.35,687.0M,12.35,0,0,5.0G,100.00
MM01-C-CE-RT-1-A/Eth-Trunk1,20/06/2015 22:50:00 UTC+06:00,5 Min,649.0M,579.0M,12.98,11.58,649.0M,11.58,0,0,5.0G,100.00
MM01-C-CE-RT-1-A/Eth-Trunk1,20/06/2015 22:55:00 UTC+06:00,5 Min,609.0M,543.0M,12.19,10.87,609.0M,10.87,0,0,5.0G,100.00
MM01-C-CE-RT-1-A/Eth-Trunk1,20/06/2015 23:00:00 UTC+06:00,5 Min,571.0M,509.0M,11.43,10.19,571.0M,10.19,0,0,5.0G,100.00
MM01-C-CE-RT-1-A/Eth-Trunk1,20/06/2015 23:05:00 UTC+06:00,5 Min,528.0M,474.0M,10.55,9.48,528.0M,9.48,0,0,5.0G,100.00
MM01-C-CE-RT-1-A/Eth-Trunk1,20/06/2015 23:10:00 UTC+06:00,5 Min,492.0M,441.0M,9.83,8.81,492.0M,8.81,0,0,5.0G,100.00
MM01-C-CE-RT-1-A/Eth-Trunk1,20/06/2015 23:15:00 UTC+06:00,5 Min,456.0M,408.0M,9.11,8.15,456.0M,8.15,0,0,5.0G,100.00
MM01-C-CE-RT-1-A/Eth-Trunk1,20/06/2015 23:20:00 UTC+06:00,5 Min,423.0M,379.0M,8.46,7.58,423.0M,7.58,0,0,5.0G,100.00
MM01-C-CE-RT-1-A/Eth-Trunk1,20/06/2015 23:25:00 UTC+06:00,5 Min,391.0M,351.0M,7.81,7.02,391.0M,7.02,0,0,5.0G,100.00
MM01-C-CE-RT-1-A/Eth-Trunk1,20/06/2015 23:30:00 UTC+06:00,5 Min,358.0M,322.0M,7.16,6.44,358.0M,6.44,0,0,5.0G,100.00
MM01-C-CE-RT-1-A/Eth-Trunk1,20/06/2015 23:35:00 UTC+06:00,5 Min,334.0M,298.0M,6.67,5.96,334.0M,5.96,0,0,5.0G,100.00
MM01-C-CE-RT-1-A/Eth-Trunk1,20/06/2015 23:40:00 UTC+06:00,5 Min,311.0M,278.0M,6.22,5.57,311.0M,5.57,0,0,5.0G,100.00
MM01-C-CE-RT-1-A/Eth-Trunk1,20/06/2015 23:45:00 UTC+06:00,5 Min,288.0M,259.0M,5.76,5.19,288.0M,5.19,0,0,5.0G,100.00
MM01-C-CE-RT-1-A/Eth-Trunk1,20/06/2015 23:50:00 UTC+06:00,5 Min,260.0M,235.0M,5.19,4.70,260.0M,4.70,0,0,5.0G,100.00
MM01-C-CE-RT-1-A/Eth-Trunk1,20/06/2015 23:55:00 UTC+06:00,5 Min,240.0M,219.0M,4.80,4.37,240.0M,4.37,0,0,5.0G,100.00
MM01-C-CE-RT-1-A/Eth-Trunk1,21/06/2015 00:00:00 UTC+06:00,5 Min,219.0M,201.0M,4.39,4.03,219.0M,4.03,0,0,5.0G,100.00
MM01-C-CE-RT-1-A/Eth-Trunk1,21/06/2015 00:05:00 UTC+06:00,5 Min,212.0M,195.0M,4.25,3.89,212.0M,3.89,0,0,5.0G,100.00
MM01-C-CE-RT-1-A/Eth-Trunk1,21/06/2015 00:10:00 UTC+06:00,5 Min,208.0M,191.0M,4.17,3.82,208.0M,3.82,0,0,5.0G,100.00
MM01-C-CE-RT-1-A/Eth-Trunk1,21/06/2015 00:15:00 UTC+06:00,5 Min,201.0M,182.0M,4.01,3.65,201.0M,3.65,0,0,5.0G,100.00
MM01-C-CE-RT-1-A/Eth-Trunk1,21/06/2015 00:20:00 UTC+06:00,5 Min,190.0M,174.0M,3.79,3.47,190.0M,3.47,0,0,5.0G,100.00
MM01-C-CE-RT-1-A/Eth-Trunk1,21/06/2015 00:25:00 UTC+06:00,5 Min,178.0M,164.0M,3.56,3.28,178.0M,3.28,0,0,5.0G,100.00
MM01-C-CE-RT-1-A/Eth-Trunk1,21/06/2015 00:30:00 UTC+06:00,5 Min,170.0M,157.0M,3.40,3.13,170.0M,3.13,0,0,5.0G,100.00
MM01-C-CE-RT-1-A/Eth-Trunk1,21/06/2015 00:35:00 UTC+06:00,5 Min,161.0M,150.0M,3.22,3.00,161.0M,3.00,0,0,5.0G,100.00
MM01-C-CE-RT-1-A/Eth-Trunk1,21/06/2015 00:40:00 UTC+06:00,5 Min,149.0M,138.0M,2.98,2.77,149.0M,2.77,0,0,5.0G,100.00
MM01-C-CE-RT-1-A/Eth-Trunk1,21/06/2015 00:45:00 UTC+06:00,5 Min,140.0M,130.0M,2.80,2.60,140.0M,2.60,0,0,5.0G,100.00
MM01-C-CE-RT-1-A/Eth-Trunk1,21/06/2015 00:50:00 UTC+06:00,5 Min,131.0M,123.0M,2.62,2.45,131.0M,2.45,0,0,5.0G,100.00
MM01-C-CE-RT-1-A/Eth-Trunk1,21/06/2015 00:55:00 UTC+06:00,5 Min,120.0M,113.0M,2.40,2.26,120.0M,2.26,0,0,5.0G,100.00
MM01-C-CE-RT-1-A/Eth-Trunk1,21/06/2015 01:00:00 UTC+06:00,5 Min,113.0M,105.0M,2.25,2.10,113.0M,2.10,0,0,5.0G,100.00
MM01-C-CE-RT-1-A/Eth-Trunk1,21/06/2015 01:05:00 UTC+06:00,5 Min,109.0M,103.0M,2.18,2.06,109.0M,2.06,0,0,5.0G,100.00
MM01-C-CE-RT-1-A/Eth-Trunk1,21/06/2015 01:10:00 UTC+06:00,5 Min,102.0M,98.1M,2.04,1.96,102.0M,1.96,0,0,5.0G,100.00
MM01-C-CE-RT-1-A/Eth-Trunk1,21/06/2015 01:15:00 UTC+06:00,5 Min,97.7M,94.1M,1.95,1.88,97.7M,1.88,0,0,5.0G,100.00
MM01-C-CE-RT-1-A/Eth-Trunk1,21/06/2015 01:20:00 UTC+06:00,5 Min,93.5M,90.4M,1.87,1.81,93.5M,1.81,0,0,5.0G,100.00
MM01-C-CE-RT-1-A/Eth-Trunk1,21/06/2015 01:25:00 UTC+06:00,5 Min,91.3M,88.2M,1.83,1.76,91.3M,1.76,0,0,5.0G,100.00
MM01-C-CE-RT-1-A/Eth-Trunk1,21/06/2015 01:30:00 UTC+06:00,5 Min,87.2M,85.2M,1.74,1.70,87.2M,1.70,0,0,5.0G,100.00
MM01-C-CE-RT-1-A/Eth-Trunk1,21/06/2015 01:35:00 UTC+06:00,5 Min,87.2M,86.3M,1.74,1.73,87.2M,1.73,0,0,5.0G,100.00
MM01-C-CE-RT-1-A/Eth-Trunk1,21/06/2015 01:40:00 UTC+06:00,5 Min,86.4M,85.8M,1.73,1.72,86.4M,1.72,0,0,5.0G,100.00
MM01-C-CE-RT-1-A/Eth-Trunk1,21/06/2015 01:45:00 UTC+06:00,5 Min,88.3M,88.3M,1.77,1.77,88.3M,1.77,0,0,5.0G,100.00
MM01-C-CE-RT-1-A/Eth-Trunk1,21/06/2015 01:50:00 UTC+06:00,5 Min,92.2M,93.2M,1.84,1.86,93.2M,1.86,0,0,5.0G,100.00
MM01-C-CE-RT-1-A/Eth-Trunk1,21/06/2015 01:55:00 UTC+06:00,5 Min,98.7M,100.0M,1.97,2.00,100.0M,2.00,0,0,5.0G,100.00
MM01-C-CE-RT-1-A/Eth-Trunk1,21/06/2015 02:00:00 UTC+06:00,5 Min,109.0M,111.0M,2.18,2.21,111.0M,2.21,0,0,5.0G,100.00
MM01-C-CE-RT-1-A/Eth-Trunk1,21/06/2015 02:05:00 UTC+06:00,5 Min,125.0M,128.0M,2.51,2.55,128.0M,2.55,0,0,5.0G,100.00
MM01-C-CE-RT-1-A/Eth-Trunk1,21/06/2015 02:10:00 UTC+06:00,5 Min,136.0M,138.0M,2.73,2.77,138.0M,2.77,0,0,5.0G,100.00
MM01-C-CE-RT-1-A/Eth-Trunk1,21/06/2015 02:15:00 UTC+06:00,5 Min,147.0M,146.0M,2.94,2.93,147.0M,2.93,0,0,5.0G,100.00
MM01-C-CE-RT-1-A/Eth-Trunk1,21/06/2015 02:20:00 UTC+06:00,5 Min,157.0M,156.0M,3.14,3.12,157.0M,3.12,0,0,5.0G,100.00
MM01-C-CE-RT-1-A/Eth-Trunk1,21/06/2015 02:25:00 UTC+06:00,5 Min,171.0M,169.0M,3.42,3.38,171.0M,3.38,0,0,5.0G,100.00
MM01-C-CE-RT-1-A/Eth-Trunk1,21/06/2015 02:30:00 UTC+06:00,5 Min,190.0M,188.0M,3.80,3.75,190.0M,3.75,0,0,5.0G,100.00
MM01-C-CE-RT-1-A/Eth-Trunk1,21/06/2015 02:35:00 UTC+06:00,5 Min,207.0M,206.0M,4.14,4.11,207.0M,4.11,0,0,5.0G,100.00
MM01-C-CE-RT-1-A/Eth-Trunk1,21/06/2015 02:40:00 UTC+06:00,5 Min,227.0M,224.0M,4.54,4.49,227.0M,4.49,0,0,5.0G,100.00
MM01-C-CE-RT-1-A/Eth-Trunk1,21/06/2015 02:45:00 UTC+06:00,5 Min,245.0M,242.0M,4.90,4.84,245.0M,4.84,0,0,5.0G,100.00
MM01-C-CE-RT-1-A/Eth-Trunk1,21/06/2015 02:50:00 UTC+06:00,5 Min,274.0M,269.0M,5.48,5.37,274.0M,5.37,0,0,5.0G,100.00
MM01-C-CE-RT-1-A/Eth-Trunk1,21/06/2015 02:55:00 UTC+06:00,5 Min,298.0M,290.0M,5.96,5.80,298.0M,5.80,0,0,5.0G,100.00
MM01-C-CE-RT-1-A/Eth-Trunk1,21/06/2015 03:00:00 UTC+06:00,5 Min,321.0M,312.0M,6.41,6.24,321.0M,6.24,0,0,5.0G,100.00
MM01-C-CE-RT-1-A/Eth-Trunk1,21/06/2015 03:05:00 UTC+06:00,5 Min,354.0M,346.0M,7.07,6.92,354.0M,6.92,0,0,5.0G,100.00
MM01-C-CE-RT-1-A/Eth-Trunk1,21/06/2015 03:10:00 UTC+06:00,5 Min,380.0M,367.0M,7.60,7.34,380.0M,7.34,0,0,5.0G,100.00
MM01-C-CE-RT-1-A/Eth-Trunk1,21/06/2015 03:15:00 UTC+06:00,5 Min,421.0M,405.0M,8.41,8.10,421.0M,8.10,0,0,5.0G,100.00
MM01-C-CE-RT-1-A/Eth-Trunk1,21/06/2015 03:20:00 UTC+06:00,5 Min,482.0M,458.0M,9.64,9.17,482.0M,9.17,0,0,5.0G,100.00
MM01-C-CE-RT-1-A/Eth-Trunk1,21/06/2015 03:25:00 UTC+06:00,5 Min,576.0M,537.0M,11.51,10.75,576.0M,10.75,0,0,5.0G,100.00
MM01-C-CE-RT-1-A/Eth-Trunk1,21/06/2015 03:30:00 UTC+06:00,5 Min,685.0M,628.0M,13.70,12.56,685.0M,12.56,0,0,5.0G,100.00
MM01-C-CE-RT-1-A/Eth-Trunk1,21/06/2015 03:35:00 UTC+06:00,5 Min,798.0M,719.0M,15.96,14.39,798.0M,14.39,0,0,5.0G,100.00
MM01-C-CE-RT-1-A/Eth-Trunk1,21/06/2015 03:40:00 UTC+06:00,5 Min,851.0M,755.0M,17.02,15.10,851.0M,15.10,0,0,5.0G,100.00
MM01-C-CE-RT-1-A/Eth-Trunk1,21/06/2015 03:45:00 UTC+06:00,5 Min,803.0M,717.0M,16.06,14.33,803.0M,14.33,0,0,5.0G,100.00
MM01-C-CE-RT-1-A/Eth-Trunk1,21/06/2015 03:50:00 UTC+06:00,5 Min,647.0M,566.0M,12.94,11.32,647.0M,11.32,0,0,5.0G,100.00
MM01-C-CE-RT-1-A/Eth-Trunk1,21/06/2015 03:55:00 UTC+06:00,5 Min,488.0M,423.0M,9.77,8.45,488.0M,8.45,0,0,5.0G,100.00
MM01-C-CE-RT-1-A/Eth-Trunk1,21/06/2015 04:00:00 UTC+06:00,5 Min,365.0M,318.0M,7.29,6.37,365.0M,6.37,0,0,5.0G,100.00
MM01-C-CE-RT-1-A/Eth-Trunk1,21/06/2015 04:05:00 UTC+06:00,5 Min,292.0M,259.0M,5.84,5.19,292.0M,5.19,0,0,5.0G,100.00
MM01-C-CE-RT-1-A/Eth-Trunk1,21/06/2015 04:10:00 UTC+06:00,5 Min,251.0M,227.0M,5.02,4.53,251.0M,4.53,0,0,5.0G,100.00
MM01-C-CE-RT-1-A/Eth-Trunk1,21/06/2015 04:15:00 UTC+06:00,5 Min,233.0M,212.0M,4.67,4.24,233.0M,4.24,0,0,5.0G,100.00
MM01-C-CE-RT-1-A/Eth-Trunk1,21/06/2015 04:20:00 UTC+06:00,5 Min,211.0M,193.0M,4.23,3.86,211.0M,3.86,0,0,5.0G,100.00
MM01-C-CE-RT-1-A/Eth-Trunk1,21/06/2015 04:25:00 UTC+06:00,5 Min,185.0M,168.0M,3.70,3.37,185.0M,3.37,0,0,5.0G,100.00
MM01-C-CE-RT-1-A/Eth-Trunk1,21/06/2015 04:30:00 UTC+06:00,5 Min,151.0M,138.0M,3.03,2.75,151.0M,2.75,0,0,5.0G,100.00
MM01-C-CE-RT-1-A/Eth-Trunk1,21/06/2015 04:35:00 UTC+06:00,5 Min,124.0M,114.0M,2.47,2.28,124.0M,2.28,0,0,5.0G,100.00
MM01-C-CE-RT-1-A/Eth-Trunk1,21/06/2015 04:40:00 UTC+06:00,5 Min,102.0M,96.1M,2.05,1.92,102.0M,1.92,0,0,5.0G,100.00
MM01-C-CE-RT-1-A/Eth-Trunk1,21/06/2015 04:45:00 UTC+06:00,5 Min,88.1M,84.4M,1.76,1.69,88.1M,1.69,0,0,5.0G,100.00
